Identification Number,Room Assignment for Day 1,Room Assignment for Day 2,Outlook 1,Outlook 2,Proposal 1,Proposal 2,Proposal 3,Proposal 4,Proposal 5,Proposal 6,Proposal 7,Proposal 8,Proposal 9,Proposal 10,Proposal 11,Proposal 12,Motivations 1,Motivations 2,Motivations 3,Motivations 4,Motivations 5,Motivations 6,Motivations 7,Motivations 8,Motivations 9,Motivations 10,Motivations 11,Motivations 12,Motivations 13,Motivations 14,Motivations 15,Motivations 16,Motivations 17,Motivations 18,Motivations 19,Motivations 20,Motivations 21,Motivations 22,Motivations 23,Motivations 24,Motivations 25,Motivations 26,Motivations 27,Motivations 28,Motivations 29,Motivations 30,Motivations 31,Motivations 32,Motivations 33,Values 1,Values 2,Values 3,Values 4,Values 5,Values 6,Values 7,Values 8,Values 9,Mutual Respect 1,Mutual Respect 2,Mutual Respect 3,Mutual Respect 4,Mutual Respect 5,Mutual Respect 6,Political Efficacy 1,Political Efficacy 2,Political Efficacy 3,Political Efficacy 4,Political Efficacy 5,Political Efficacy 6,Political Efficacy 7,Political Efficacy 8,Knowledge 1,Knowledge 2,Knowledge 3,Knowledge 4,Knowledge 5,Knowledge 6,Knowledge 7,Knowledge 8,Knowledge 9,Knowledge 10,Knowledge 11,Evaluation 1,Evaluation 2,Evaluation 3,Evaluation 4,Evaluation 5,Evaluation 6,Evaluation 7,Evaluation 8,Evaluation 9,View of the Democratic Party,View of the Republican Party,View of Congress,View of the President,Overall,Registered to Vote,Voted Before,Political Party Preference,Independent Party Lean,Democratic Party Loyalty,Republican Party Loyalty,Region,Gender,Race and Ethnicity,Education Category,Enrollment Status,University Type,Employment Status,Household Income Level,Interest in Political Issues (Before Deliberation),Interest in Political Issues (After Deliberation),Interest in Social Issues (Before Deliberation),Interest in Social Issues (After Deliberation),Economic Situation (Before Deliberation),Economic Situation (After Deliberation),Read the News on the Internet,Talked with Others about Politics,Use of Social Media for News,Household Income Level (Scale),Political Ideology (Scale),Political Ideology (Scale) (After Deliberation),Age (Scale)
46,,20210502-shapefuture-a-session2-g,3,10,5,5,10,10,7,6,0,10,6,,5,6,10,10,10,4,10,6,6,6,6,6,6,6,6,6,6,10,2,4,5,3,6,6,6,4,3,5,,,3,0,10,,,9,6,5,6,6,4,7,8,8,,10,,2,7,10,0,0,10,8,3,5,6,10,1,1,1,0,0,1,1,1,0,1,1,,,,,,,,,,60,0,25,70,,1,1,1,,1,,1,3,5,3,1,,1,3,2,2,2,2,3,4,7,1,4,3,5,3,24
47,,,7,5,8,7,6,8,8,8,5,6,7,8,9,7,9,7,9,10,10,10,10,10,10,8,9,9,,,10,9,9,9,8,9,6,7,10,9,9,9,7,8,9,9,9,7,9,9,7,8,7,8,8,9,9,8,8,8,10,10,9,8,8,7,9,10,9,10,10,10,1,0,0,1,0,0,0,1,0,0,0,,,,,,,,,,100,26,82,92,,1,1,1,,1,,2,1,3,2,2,3,4,1,2,2,2,1,3,3,5,0,3,1,7,7,
48,20210501-shapefuture-a-session1-k,20210502-shapefuture-a-session1-l,4,10,,8,8,4,3,9,0,9,3,7,6,8,4,8,8,3,8,4,8,2,9,9,8,7,6,6,6,10,0,10,0,0,10,4,2,6,1,9,7,6,1,1,10,7,6,10,10,10,10,10,9,9,6,7,6,8,6,3,6,6,7,4,2,10,8,6,9,10,1,1,1,1,0,1,1,0,0,0,1,,,,,,,,,,85,30,,95,,1,1,1,,2,,2,1,1,2,2,2,2,,1,1,1,1,4,4,8,4,1,8,3,3,
49,20210501-shapefuture-a-session1-e,20210502-shapefuture-a-session1-b,4,1,3,3,8,7,0,3,0,10,0,5,7,5,3,10,10,0,10,5,5,4,10,7,7,7,10,5,10,0,5,7,10,10,4,3,10,10,7,10,5,5,2,4,10,1,3,3,7,3,3,4,5,4,8,10,4,9,4,7,2,8,5,2,4,5,7,9,0,7,0,1,1,0,1,1,0,0,1,1,1,,,,,,,,,,27,75,48,4,,1,1,3,,,1,1,1,4,2,2,2,4,3,1,2,2,2,3,3,8,3,2,3,8,8,
50,20210501-shapefuture-b-session1-c,20210502-shapefuture-b-session1-f,3,10,10,7,10,10,7,10,4,9,5,3,10,6,10,10,10,0,6,10,5,7,7,10,10,10,10,10,10,9,2,9,6,1,10,10,10,2,0,9,5,7,3,3,7,1,8,10,10,10,10,10,0,10,3,10,9,8,0,1,4,10,0,7,7,10,0,10,10,10,1,1,1,0,1,0,0,1,1,1,1,,,,,,,,,,45,1,34,45,,1,1,1,,1,,1,1,3,1,1,,4,2,1,2,1,1,4,5,4,3,2,2,2,2,20
51,20210501-shapefuture-b-session1-g,20210502-shapefuture-a-session1-g,7,9,,8,8,9,,10,5,6,5,6,,,10,6,10,,,7,10,,,10,10,10,,,10,8,4,,4,4,10,8,,,,,,,0,0,10,0,,10,9,8,7,10,5,4,7,9,5,8,10,1,10,6,7,3,2,10,7,8,4,10,1,1,1,1,1,1,0,1,0,0,1,,,,,,,,,,75,0,50,70,,1,1,1,,1,,1,1,3,3,1,,1,6,3,2,1,1,2,3,8,3,4,6,2,1,29
52,20210501-shapefuture-a-session2-h,20210502-shapefuture-a-session2-j,5,9,,8,10,10,7,10,3,7,1,5,,,10,7,10,,7,8,7,,,7,6,5,4,6,6,10,3,2,1,1,8,9,9,2,0,5,6,,1,1,7,3,,10,10,10,10,10,7,9,4,10,6,7,5,3,8,6,4,4,5,8,6,5,7,9,1,1,1,0,1,1,0,1,0,0,1,,,,,,,,,,82,8,67,67,,1,1,1,,1,,1,1,1,2,2,2,1,2,2,1,1,1,3,3,2,3,2,2,1,0,
53,20210501-shapefuture-b-session2-h,20210502-shapefuture-b-session2-f,6,10,10,10,7,10,10,10,5,7,4,7,4,,7,7,7,3,7,8,7,7,7,10,7,5,3,4,7,10,0,0,3,3,10,0,10,10,0,6,6,6,4,,10,7,7,10,10,10,10,10,10,10,10,10,4,7,4,6,10,10,2,0,0,10,10,6,10,10,1,1,1,1,1,1,0,0,0,1,0,,,,,,,,,,81,7,54,71,,1,1,1,,1,,1,2,3,3,1,,2,4,2,2,2,2,2,3,8,1,3,4,2,2,27
54,20210501-shapefuture-b-session2-h,20210502-shapefuture-b-session2-g,8,6,0,,2,2,,1,8,0,,5,5,5,9,9,3,0,6,0,7,,,4,1,1,,,9,5,3,,3,3,,4,,,7,0,,,7,8,,0,2,8,6,7,4,5,8,,2,9,,7,0,1,7,8,5,,2,6,0,7,10,10,1,1,1,1,1,1,0,0,1,1,1,,,,,,,,,,77,45,51,70,,1,1,1,,2,,1,2,3,2,2,1,1,5,1,2,2,2,3,3,8,7,2,5,6,4,
55,,20210502-shapefuture-a-session2-b,5,10,8,10,9,10,10,10,4,10,,6,10,0,10,8,10,5,9,10,10,10,10,8,8,8,8,8,8,7,0,0,2,2,8,10,10,7,0,4,2,9,2,1,10,0,2,10,10,8,8,10,3,5,8,10,,,,5,8,,0,5,1,10,,1,8,10,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,37,14,15,17,,1,1,1,,2,,1,1,5,2,2,1,5,6,3,3,1,1,3,3,1,0,3,6,4,5,
56,20210501-shapefuture-a-session2-b,20210502-shapefuture-a-session2-h,7,9,10,10,10,10,10,10,0,10,1,2,10,5,10,8,10,5,10,8,8,8,7,9,8,6,8,8,9,8,5,10,3,1,10,9,10,4,2,10,6,3,1,0,10,,8,10,10,10,10,10,1,10,10,10,8,10,7,8,10,10,4,7,10,10,10,4,8,10,1,1,1,1,1,0,1,1,0,1,1,,,,,,,,,,90,4,86,91,,1,1,1,,1,,1,1,5,3,1,,4,4,1,1,1,1,3,3,8,7,1,4,0,0,24
57,,20210502-shapefuture-b-session2-b,5,8,7,8,7,7,9,6,3,7,2,8,1,10,8,10,10,5,10,8,10,3,3,9,9,3,3,3,5,8,3,3,2,0,7,7,5,4,2,8,8,10,3,2,10,7,10,10,7,7,7,7,5,7,6,8,5,7,7,10,10,7,5,0,4,9,7,10,7,10,1,1,1,0,1,1,0,1,0,1,1,,,,,,,,,,60,30,15,55,,1,2,2,1,,,1,2,5,1,1,,1,5,1,2,1,2,2,3,7,7,3,5,4,2,18
58,20210501-shapefuture-a-session2-j,20210502-shapefuture-a-session2-g,6,8,9,8,8,10,6,10,3,8,2,8,7,,10,10,10,5,10,,9,10,10,10,8,6,4,4,7,8,3,9,2,1,8,9,7,7,0,8,7,3,2,2,10,10,4,9,9,9,10,9,8,10,6,10,6,9,4,5,10,8,3,5,6,10,6,5,9,10,0,1,1,0,1,1,0,0,0,1,1,,,,,,,,,,48,17,22,26,,1,1,1,,2,,1,1,2,2,2,3,4,3,3,3,2,1,4,4,8,2,1,3,1,1,
59,20210501-shapefuture-b-session1-e,20210502-shapefuture-b-session1-d,1,10,8,9,10,10,10,10,0,10,0,0,10,10,10,10,10,0,10,,10,7,,10,10,6,6,4,7,10,0,0,5,0,10,10,10,1,0,10,0,8,0,1,10,0,0,10,10,10,10,10,4,8,5,10,3,8,0,7,9,8,0,10,10,10,2,0,5,10,1,1,1,0,0,1,0,1,0,1,0,,,,,,,,,,50,1,59,71,,1,1,2,1,,,2,1,1,2,2,2,4,,3,2,1,1,2,3,1,1,1,8,4,4,
60,20210501-shapefuture-b-session2-e,20210502-shapefuture-b-session2-d,7,9,10,8,9,9,9,10,5,9,1,3,1,1,7,7,8,3,7,,4,9,5,7,7,7,8,5,7,9,3,1,1,1,7,4,8,3,2,7,7,4,3,3,9,4,4,10,10,10,10,10,8,7,5,10,7,8,8,7,10,10,6,5,7,5,4,4,5,10,1,1,1,1,0,1,0,1,0,1,1,,,,,,,,,,83,15,50,65,,1,1,1,,1,,1,1,1,2,2,2,4,5,2,2,2,1,3,3,4,1,2,5,1,1,
61,20210501-shapefuture-b-session1-g,,3,8,,,5,10,10,5,0,10,0,,6,10,10,8,8,,,,10,10,7,9,10,10,10,10,10,10,4,0,10,,,,10,5,,10,,,2,0,10,,,10,10,10,10,,,10,10,10,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,0,0,0,0,0,0,0,0,,,,,,,,,,0,89,46,0,,1,1,3,,,2,1,1,1,3,1,,4,,1,1,2,2,4,5,6,2,2,8,5,7,19
62,20210501-shapefuture-a-session2-c,20210502-shapefuture-a-session2-c,5,8,,6,7,5,0,,5,5,2,5,5,0,,,,,,,,,,,,,,,,5,2,,,,,7,2,3,0,0,6,0,5,3,8,,,8,8,5,5,5,5,7,6,10,2,7,3,6,6,10,4,3,5,5,8,8,7,7,1,1,1,0,1,1,0,0,0,0,0,,,,,,,,,,70,30,,50,,2,2,2,1,,,2,1,4,2,2,,4,6,2,2,1,1,3,3,4,2,3,6,2,7,
63,20210501-shapefuture-a-session1-m,20210502-shapefuture-a-session1-m,9,9,6,6,8,5,2,5,9,5,5,,9,8,6,8,8,6,9,5,8,3,,5,7,9,,8,4,8,7,3,,3,5,,3,6,5,7,,,5,7,10,2,2,8,6,10,10,7,9,9,6,8,1,6,6,8,6,6,,9,2,4,,1,,9,1,1,0,0,0,1,0,1,0,0,0,,,,,,,,,,14,39,23,29,,2,2,2,3,,,1,1,3,2,2,1,4,2,2,1,1,1,4,1,,1,3,2,5,6,
64,20210501-shapefuture-a-session1-as,20210502-shapefuture-a-session2-e,6,8,10,3,10,8,0,10,0,10,0,10,7,10,10,8,10,0,10,,10,10,10,10,10,5,5,10,8,8,3,10,0,0,10,8,2,8,0,6,7,8,6,3,10,6,6,8,5,10,10,8,8,10,4,10,2,2,2,2,2,2,10,0,0,10,8,10,10,10,0,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,31,21,18,26,,1,1,2,1,,,1,2,1,2,2,1,1,2,1,1,1,1,2,3,6,3,3,2,5,4,
65,,,5,9,7,8,7,4,1,10,1,10,1,1,7,7,7,4,6,0,2,2,5,2,2,2,2,2,2,2,2,9,0,5,2,1,3,7,2,2,0,8,5,5,2,0,9,,,5,10,6,6,10,2,10,7,8,6,5,5,5,9,6,1,1,6,10,5,4,8,8,1,1,1,0,0,1,0,0,0,1,1,,,,,,,,,,80,0,40,81,,1,1,1,,1,,1,1,3,2,2,2,4,1,1,1,1,1,3,5,2,0,3,1,2,2,
66,20210501-shapefuture-a-session2-t,,10,10,8,7,9,9,9,6,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,6,8,8,7,8,8,8,10,10,8,8,9,10,8,7,8,9,9,9,8,9,8,8,8,9,9,8,9,8,8,9,8,8,8,7,8,7,7,6,8,8,1,0,1,0,0,0,1,0,0,0,1,,,,,,,,,,100,8,13,100,,1,1,1,,1,,1,1,2,1,1,,1,1,2,1,1,1,3,3,8,7,2,1,5,5,27
67,20210501-shapefuture-b-session1-a,20210502-shapefuture-b-session1-b,2,10,7,3,10,10,7,10,5,2,3,7,7,8,0,10,10,0,8,10,10,3,5,10,5,0,0,3,2,7,0,0,7,3,10,10,6,0,0,0,3,3,0,0,4,0,3,10,6,7,8,3,7,7,8,10,7,6,3,5,7,10,0,0,8,,10,10,4,6,1,1,1,0,1,1,0,1,0,0,1,,,,,,,,,,60,10,30,30,,1,1,2,1,,,1,,1,3,1,,4,3,1,1,1,1,5,5,8,7,3,3,2,2,28
68,20210501-shapefuture-a-session2-h,20210502-shapefuture-a-session2-i,5,7,10,7,10,10,9,8,3,10,4,8,7,7,10,10,10,3,10,2,9,9,9,9,10,9,4,7,9,8,6,4,7,5,10,10,10,7,8,6,7,7,4,7,6,3,2,10,10,10,10,10,10,10,10,9,8,10,8,7,7,8,6,7,8,8,10,7,9,10,1,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,1,1,1,,1,,1,1,3,3,1,,4,5,1,1,1,1,3,1,2,1,1,5,0,9,22
69,,20210502-shapefuture-a-session2-as,6,10,10,7,10,10,10,10,0,10,5,8,8,6,10,10,10,6,7,0,6,8,6,10,10,10,10,10,10,8,2,4,7,3,8,7,10,10,7,6,5,8,10,10,10,10,10,10,10,10,10,4,6,6,7,6,0,7,4,4,4,3,4,5,6,7,1,2,9,8,0,0,1,0,0,0,0,0,0,0,1,,,,,,,,,,,,44,75,,1,1,1,,2,,1,2,2,1,1,,3,1,3,2,1,1,6,3,,0,4,1,5,0,27
70,20210501-shapefuture-b-session2-e,20210502-shapefuture-b-session2-d,7,9,8,8,3,10,8,10,5,7,5,5,7,5,8,8,10,5,10,5,8,5,8,8,7,7,8,7,8,8,0,3,5,5,7,7,8,2,0,5,5,5,5,7,10,5,5,8,8,7,8,8,5,7,7,8,3,8,3,3,10,8,5,3,5,8,7,8,7,10,1,1,1,1,1,1,0,1,0,0,1,,,,,,,,,,75,10,60,80,,1,1,1,,1,,1,2,1,2,2,2,4,1,1,1,1,1,4,4,8,5,4,1,2,2,
71,20210501-shapefuture-a-session1-l,20210502-shapefuture-a-session1-h,3,8,6,7,7,4,5,7,3,4,2,5,4,7,7,8,7,4,7,,8,,8,7,7,8,7,7,9,6,3,4,2,1,9,8,6,,5,5,6,8,3,4,1,4,4,8,10,6,7,7,,6,6,10,6,8,4,7,8,8,3,6,4,10,5,6,4,8,1,1,1,0,1,1,0,1,0,0,1,,,,,,,,,,65,20,30,65,,1,1,1,,2,,1,1,3,2,2,2,1,2,2,2,1,1,3,3,3,4,1,2,3,3,
72,20210501-shapefuture-a-session2-i,20210502-shapefuture-a-session2-a,6,10,8,3,5,8,6,5,6,8,7,4,5,3,4,6,9,9,9,5,5,5,7,5,7,8,4,7,8,8,1,6,5,8,4,7,7,4,7,5,7,4,6,3,6,2,2,3,4,4,6,8,7,4,8,4,3,9,9,4,7,9,7,,,4,7,6,7,9,0,0,1,0,0,1,0,0,0,0,0,,,,,,,,,,55,18,52,68,,1,1,3,,,2,1,2,2,2,2,2,4,6,3,2,2,2,4,3,1,0,3,6,5,7,
73,20210501-shapefuture-a-session1-f,20210502-shapefuture-a-session1-b,7,9,,2,3,,0,10,0,7,3,,2,8,7,7,7,2,7,7,7,7,7,,,,,,,4,2,2,7,3,5,6,4,,4,6,,6,,,2,,,,,,,,6,3,6,7,3,6,7,3,6,4,2,2,8,7,7,2,4,6,0,0,0,0,0,1,0,0,0,1,1,,,,,,,,,,88,69,50,,,1,2,2,1,,,1,2,1,2,2,2,4,7,2,4,2,4,3,3,1,1,1,7,6,5,
74,20210501-shapefuture-a-session2-s,20210502-shapefuture-a-session2-a,0,10,9,10,6,10,10,10,0,10,0,,7,9,10,10,10,,10,6,10,8,8,,,,,,,7,1,7,0,0,10,10,10,2,0,10,,,0,0,10,,,10,10,10,10,10,,10,6,10,6,9,5,0,7,8,3,2,8,10,9,8,10,10,1,0,1,0,0,1,0,0,0,0,1,,,,,,,,,,70,0,25,80,,1,1,1,,1,,1,1,1,3,1,,1,1,2,3,1,2,5,3,5,5,2,1,0,0,23
75,20210501-shapefuture-a-session2-k,,9,5,1,,7,0,0,1,8,1,4,2,10,0,0,,0,0,,1,6,1,,0,2,7,5,9,8,0,5,5,,,0,1,0,10,9,1,2,0,8,9,10,1,1,10,0,10,6,2,10,5,6,10,5,6,4,5,8,9,0,5,0,5,8,6,10,10,1,1,1,1,1,1,0,1,0,1,1,,,,,,,,,,10,50,19,10,,1,1,3,,,2,1,2,4,2,2,3,4,2,1,1,3,3,4,3,8,6,3,2,7,6,
76,,,5,10,8,7,10,8,8,10,0,10,1,8,8,0,10,10,10,5,8,8,8,8,8,10,10,10,10,10,10,8,3,0,0,2,9,8,7,4,0,8,,,0,0,10,9,,10,10,8,10,10,2,8,7,9,10,10,6,6,10,10,2,0,7,10,9,9,10,10,1,1,1,0,1,1,0,1,1,1,1,,,,,,,,,,52,13,52,62,,1,1,1,,2,,1,1,5,2,2,3,1,4,2,1,2,1,4,4,5,4,2,4,0,0,
77,20210501-shapefuture-a-session2-c,20210502-shapefuture-a-session2-k,3,10,10,4,9,5,3,10,0,10,0,7,4,6,6,4,5,3,6,6,7,6,6,6,7,7,4,6,7,10,0,3,6,2,8,10,3,2,0,10,10,2,0,2,10,5,3,8,8,2,8,5,2,6,0,10,2,10,2,8,5,7,3,4,6,8,6,7,5,10,1,1,1,0,0,1,0,0,0,1,1,,,,,,,,,,71,18,27,72,,1,1,1,,2,,1,2,1,2,2,2,1,2,2,1,2,2,2,1,4,0,5,2,3,3,
78,20210501-shapefuture-a-session1-o,20210502-shapefuture-a-session1-n,0,6,10,10,5,10,10,10,0,10,0,10,0,10,10,10,10,0,10,10,5,10,10,5,5,8,5,10,10,3,0,0,0,0,10,10,10,0,0,10,10,10,0,0,10,0,5,10,10,10,4,10,0,10,0,7,10,10,10,0,0,10,0,2,10,10,10,3,0,10,1,1,1,0,0,1,0,1,0,1,1,,,,,,,,,,70,0,40,60,,1,1,1,,1,,1,3,1,1,1,,5,1,2,2,1,1,6,6,1,4,2,1,0,0,26
79,20210501-shapefuture-a-session2-w,20210502-shapefuture-a-session2-j,7,7,6,5,8,9,8,8,5,8,7,5,9,1,10,9,9,9,9,9,9,9,9,9,9,9,9,9,9,8,7,7,5,7,8,2,6,6,5,8,5,5,3,4,8,6,5,9,9,9,9,9,6,6,9,9,7,7,7,7,7,9,3,3,8,8,6,6,6,6,1,1,1,0,0,0,0,1,0,0,1,,,,,,,,,,50,50,60,60,,2,2,2,2,,,1,2,4,2,2,2,4,3,2,2,1,2,4,3,5,1,3,3,5,5,
80,20210501-shapefuture-a-session2-e,20210502-shapefuture-a-session2-c,3,8,10,,9,6,7,10,4,8,3,4,5,6,10,10,10,,10,10,10,8,8,10,10,10,9,9,10,8,2,2,,4,10,7,,9,9,7,,,2,2,9,5,6,10,10,6,10,8,,7,4,10,5,5,1,4,6,6,3,9,8,10,8,6,10,10,1,0,1,0,0,0,0,0,1,0,1,,,,,,,,,,75,15,15,40,,1,2,2,1,,,1,1,3,1,1,,4,6,2,2,2,1,3,3,6,3,2,6,2,3,18
81,20210501-shapefuture-a-session1-a,20210502-shapefuture-a-session1-d,7,9,,5,0,7,7,0,4,7,5,,,,7,8,9,6,5,,,,,,,,,,,7,3,7,,,7,,7,,,,,,,,10,5,5,10,10,10,10,7,7,10,6,10,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,2,2,1,,2,,2,2,3,1,1,,4,4,3,2,2,2,3,4,1,2,2,4,7,5,18
82,20210501-shapefuture-b-session2-i,20210502-shapefuture-b-session2-h,6,10,10,10,10,10,,10,2,9,10,,8,,9,8,9,0,9,9,9,9,9,9,9,9,,,,10,3,0,7,7,10,10,9,0,0,8,,,1,2,10,0,0,10,10,9,9,7,0,8,6,10,7,9,9,1,10,10,0,0,10,10,10,2,10,10,1,1,1,0,1,0,0,1,1,0,0,,,,,,,,,,70,1,60,85,,1,1,1,,1,,1,1,2,2,2,1,2,6,1,1,1,1,3,1,5,0,3,6,1,0,
83,20210501-shapefuture-b-session2-f,20210502-shapefuture-b-session2-i,6,8,,,7,7,3,4,1,8,3,3,3,8,,,,,,,,,,,,,,,,9,6,3,,8,8,7,7,4,4,7,7,8,3,3,7,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,0,1,0,1,1,,,,,,,,,,49,0,25,43,,1,1,1,,1,,1,2,3,2,2,1,1,,1,1,2,2,3,3,8,3,4,8,3,2,
84,20210501-shapefuture-b-session1-h,20210502-shapefuture-b-session1-d,3,8,7,8,9,7,6,10,0,10,,8,0,10,9,7,8,,8,4,,,,8,8,6,5,7,7,7,2,2,3,3,8,8,7,2,5,10,,10,0,1,10,2,9,8,8,7,8,8,3,7,1,9,8,7,5,6,9,5,5,0,8,7,8,7,9,9,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,78,4,70,78,,1,1,1,,1,,1,1,1,1,1,,5,5,1,1,1,1,3,3,2,1,3,5,2,2,21
85,20210501-shapefuture-a-session2-c,20210502-shapefuture-a-session2-i,7,6,,,7,4,6,2,6,4,2,7,2,8,8,6,7,0,3,0,7,7,7,3,5,6,9,9,9,6,4,8,2,3,3,2,0,7,5,0,6,7,4,6,9,0,0,9,3,9,2,4,9,5,7,7,0,2,0,8,5,5,4,0,0,6,7,7,0,10,1,1,1,0,0,1,1,1,0,1,1,,,,,,,,,,35,30,20,30,,1,1,2,4,,,1,2,1,3,1,,1,3,1,1,2,3,3,3,8,7,4,3,6,6,22
86,,,4,9,8,4,6,9,5,9,6,9,6,8,9,4,9,9,9,7,8,5,8,6,8,9,9,9,6,8,8,10,6,4,4,8,8,9,6,7,3,8,8,6,6,6,9,7,5,8,9,9,9,8,8,9,7,9,5,7,,7,9,9,6,8,6,8,8,8,6,10,1,0,1,0,1,1,0,1,0,1,0,,,,,,,,,,60,40,60,70,,1,1,1,,2,,1,2,6,2,2,1,4,7,2,2,2,2,4,4,4,5,2,7,4,4,
87,20210501-shapefuture-b-session2-a,20210502-shapefuture-b-session2-e,3,10,,5,7,7,,7,2,8,3,7,8,5,7,,9,3,7,5,7,,7,3,3,3,9,8,8,8,4,10,5,2,10,10,5,3,0,7,7,6,0,0,10,1,1,10,10,7,9,10,6,8,2,8,7,7,8,1,6,8,4,0,7,7,8,6,,,1,1,1,0,1,1,1,0,0,1,1,,,,,,,,,,80,4,50,65,,2,2,4,1,,,1,1,3,3,1,,1,4,2,2,1,1,4,4,6,2,3,4,1,2,23
88,20210501-shapefuture-a-session2-u,20210502-shapefuture-a-session2-r,4,10,,,8,8,8,,5,5,5,5,8,,10,6,10,,8,,10,,7,8,8,10,8,10,8,9,6,4,0,0,10,10,9,,2,4,4,4,7,9,8,,9,10,9,10,10,9,7,9,2,10,7,7,5,6,8,6,7,5,5,8,8,9,10,10,1,1,1,0,0,1,0,1,1,1,1,,,,,,,,,,60,30,55,85,,1,1,2,1,,,2,2,1,3,1,,5,,1,1,1,1,4,3,4,4,5,8,4,4,23
89,20210501-shapefuture-a-session2-t,20210502-shapefuture-a-session2-n,5,10,7,10,5,10,10,10,5,8,7,4,7,,10,10,10,10,10,8,10,10,10,8,8,9,9,9,9,10,6,6,7,8,10,7,8,9,8,8,5,5,5,5,5,7,8,10,10,10,10,10,10,10,10,10,10,10,10,5,7,8,0,0,4,4,9,7,10,10,0,0,0,0,1,0,1,1,0,1,0,,,,,,,,,,40,0,15,40,,1,1,1,,1,,1,1,4,2,2,3,5,,2,2,1,1,4,3,5,2,1,8,,,
90,20210501-shapefuture-a-session2-a,20210502-shapefuture-a-session2-o,2,10,10,10,10,10,10,10,0,10,0,7,3,8,8,6,10,7,5,10,7,10,8,10,10,10,0,7,5,10,0,0,0,0,10,10,10,0,0,8,8,9,0,0,10,5,5,8,10,7,9,7,7,6,10,10,8,10,5,1,10,10,0,0,7,10,10,10,10,10,0,1,1,0,1,1,1,1,0,0,1,,,,,,,,,,35,1,20,20,,1,1,2,1,,,1,,5,3,1,,4,6,1,1,1,1,3,4,2,4,2,6,0,0,22
91,20210501-shapefuture-b-session1-a,20210502-shapefuture-b-session1-a,7,7,0,3,3,2,2,5,6,2,3,5,6,7,2,2,3,2,4,3,3,7,8,6,7,7,5,3,4,4,3,6,3,3,5,3,1,6,3,3,3,3,6,7,3,2,2,7,3,3,3,2,8,3,5,7,7,6,6,6,7,3,4,6,6,3,6,6,2,7,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,39,55,50,42,,1,1,2,3,,,2,2,1,3,1,,1,5,1,1,2,2,2,3,8,7,4,5,7,7,24
92,20210501-shapefuture-a-session1-k,20210502-shapefuture-a-session1-k,4,9,,8,10,5,3,9,1,9,3,8,8,7,9,10,10,2,10,4,10,4,5,9,9,7,10,10,10,10,2,7,2,2,7,6,4,0,1,8,8,6,1,0,8,,7,8,9,10,10,10,1,9,2,10,7,8,2,8,9,8,7,1,2,10,8,5,8,10,1,1,1,1,1,1,0,1,1,0,1,,,,,,,,,,73,21,46,81,,1,1,1,,1,,1,1,1,3,1,,1,3,2,1,1,1,3,3,8,3,3,3,2,2,22
93,20210501-shapefuture-a-session2-j,,6,8,7,6,,10,6,10,0,10,0,6,10,4,6,6,10,5,6,7,7,7,6,7,7,7,7,7,7,7,0,5,4,4,9,7,7,4,0,,3,3,0,0,,5,5,8,7,9,8,8,6,7,6,7,7,9,7,6,6,8,5,0,4,7,10,10,6,10,1,1,1,0,1,1,0,1,0,1,1,,,,,,,,,,69,1,49,59,,1,1,1,,1,,2,2,1,2,2,2,5,,1,1,1,1,2,3,8,7,4,8,3,3,
94,20210501-shapefuture-a-session2-p,20210502-shapefuture-a-session2-n,4,8,,7,7,5,6,,2,5,7,,7,7,10,10,10,9,10,10,10,8,8,7,7,7,7,7,7,6,,,,8,10,,8,10,,2,,3,,2,10,,,6,8,5,4,8,,8,7,10,5,7,,,7,6,6,7,7,9,,,10,10,0,1,0,0,1,0,0,1,0,0,1,,,,,,,,,,4,4,4,5,,1,1,2,2,,,1,1,6,2,2,3,5,1,2,1,2,1,4,4,2,1,4,1,,5,
95,20210501-shapefuture-a-session2-k,20210502-shapefuture-a-session2-o,5,10,5,9,10,8,3,9,3,6,3,6,3,6,6,9,10,2,9,6,9,9,8,8,7,9,3,5,7,10,4,3,3,3,8,10,5,4,2,7,7,6,2,2,7,9,9,8,9,10,8,9,5,7,4,8,7,8,6,4,7,6,4,6,3,8,8,7,6,10,1,0,0,0,1,1,1,1,0,1,1,,,,,,,,,,40,15,11,42,,1,1,1,,2,,1,1,1,1,1,,1,2,2,1,1,1,5,5,5,6,3,2,6,3,22
